Date|Call_ID
2012/03/06 00:00:00.000|12054290060
2012/02/18 00:00:00.000|17732350700
2012/03/08 00:00:00.000|16176660250
2012/03/08 00:00:00.000|17242490750
2012/03/07 00:00:00.000|16157930930
2012/03/02 00:00:00.000|18183520460
2012/03/08 00:00:00.000|12486450430
2012/03/13 00:00:00.000|13604770850
2012/03/14 00:00:00.000|16152680720
2012/02/22 00:00:00.000|17087580650
2012/02/25 00:00:00.000|18436730820
2012/03/09 00:00:00.000|16017820770
2012/03/05 00:00:00.000|12284350000
2012/03/08 00:00:00.000|14106460380
2012/03/08 00:00:00.000|15618800970
2012/02/15 00:00:00.000|17733260040
2012/03/05 00:00:00.000|16015820400
2012/03/12 00:00:00.000|12293360360
2012/03/05 00:00:00.000|17083850350
2012/03/05 00:00:00.000|16308970060
2012/03/16 00:00:00.000|19045050360
2012/03/05 00:00:00.000|17632420570
2012/03/09 00:00:00.000|19196900810
2012/02/13 00:00:00.000|19734840640
2012/02/16 00:00:00.000|18139990990
2012/03/02 00:00:00.000|12143720540
2012/03/07 00:00:00.000|13256700300
2012/03/12 00:00:00.000|86871620240
2012/02/29 00:00:00.000|12038530730
2012/02/24 00:00:00.000|17806450760
2012/02/29 00:00:00.000|19136420150
2012/03/09 00:00:00.000|19547760390
2012/03/06 00:00:00.000|19013320260
2012/02/16 00:00:00.000|14124580050
2012/02/16 00:00:00.000|12486420920
2012/02/20 00:00:00.000|19095380390
2012/03/12 00:00:00.000|17046370590
2012/03/09 00:00:00.000|86310800840
2012/03/08 00:00:00.000|12533480570
2012/03/16 00:00:00.000|14107400010
2012/03/14 00:00:00.000|12128620440
2012/03/10 00:00:00.000|86472280690
2012/03/07 00:00:00.000|14047540200
2012/03/12 00:00:00.000|18326040750
2012/02/17 00:00:00.000|13048450690
2012/03/05 00:00:00.000|16066330210
2012/03/09 00:00:00.000|12154270320
2012/03/05 00:00:00.000|15086250070
2012/03/08 00:00:00.000|12017100200
2012/03/07 00:00:00.000|17248350060
2012/02/13 00:00:00.000|19144340770
2012/03/09 00:00:00.000|12024350320
2012/03/06 00:00:00.000|15857420890
2012/03/06 00:00:00.000|16062480620
2012/03/09 00:00:00.000|14135890840
2012/03/16 00:00:00.000|17705420710
2012/03/09 00:00:00.000|18437220890
2012/03/08 00:00:00.000|18597270130
2012/03/09 00:00:00.000|16198610920
2012/03/09 00:00:00.000|16194230400
2012/03/16 00:00:00.000|12172210060
2012/03/09 00:00:00.000|16619030900
2012/03/11 00:00:00.000|18037350010
2012/03/07 00:00:00.000|17574870920
2012/02/24 00:00:00.000|17757570250
2012/03/09 00:00:00.000|13022590230
2012/02/13 00:00:00.000|17809690900
2012/03/12 00:00:00.000|17857640660
2012/03/05 00:00:00.000|14136240990
2012/03/09 00:00:00.000|19894750960
2012/03/02 00:00:00.000|15152950800
2012/03/16 00:00:00.000|19032030950
2012/03/02 00:00:00.000|15159530330
2012/02/13 00:00:00.000|14802370330
2012/03/07 00:00:00.000|16164570240
2012/03/10 00:00:00.000|18159640980
2012/03/15 00:00:00.000|15592860370
2012/03/16 00:00:00.000|14158210790
2012/03/14 00:00:00.000|18476720350
2012/02/23 00:00:00.000|86215680130
2012/03/07 00:00:00.000|12028820130
2012/02/24 00:00:00.000|17125460620
2012/03/09 00:00:00.000|14047520100
2012/03/08 00:00:00.000|15132450230
2012/03/09 00:00:00.000|12243810190
2012/03/02 00:00:00.000|14098980660
2012/03/13 00:00:00.000|12813180330
2012/03/14 00:00:00.000|12108770820
2012/03/07 00:00:00.000|16107920500
